,X,journaltitle,pub.year,Gender,Institutional_Affiliation,PhD,author,title,X.1
412,9391,Critical Inquiry,2001,M,Columbia,London School of Economics,Michael Taussig,"Dying Is an Art, like Everything Else",
417,10001,Critical Inquiry,2003,M,Columbia,London School of Economics,Michael Taussig,The Language of Flowers,
436,11371,Critical Inquiry,2006,M,Columbia,London School of Economics,Michael Taussig,What Color is the Sacred,
456,12111,Critical Inquiry,2008,M,Columbia,London School of Economics,Michael Taussig,"Zoology, Magic, and Surrealism in the War on Terror",
469,13191,Critical Inquiry,2010,M,Columbia,London School of Economics,Michael Taussig,The Corn-Wolf,
480,13921,Critical Inquiry,2012,M,Columbia,London School of Economics,Michael Taussig,I'm so Angry I Made a Sign,
1476,3902,New Literary History,2002,M,London School of Economics,London School of Economics,Roger Silverstone,Complicity and Collusion in the Mediation of Everyday Life,
2106,994,PMLA,2009,F,Oberlin College,London School of Economics,Sonia Kruks,Ambiguity and Certitude in Simone de Beauvoir’s Politics,
2461,6242,New Literary History,1985,M,Rutgers,London School of Economics,Nathaniel Tarn,"Fresh Frozen Fenix Random Notes on the Sublime, the Beautiful, and the Ugly in the Postmodern Era",
3802,1071,Critical Inquiry,2004,F,University of Chicago,London School of Economics,Jean Comaroff,"Criminal Obsessions, after Foucault",
4238,8241,Critical Inquiry,1997,M,University of London,London School of Economics,Christopher Pinney,"The Nation (Un)Pictured? Chromolithography and 'Popular' Politics in India, 1878-1995",
4354,24912,Representations,1984,M,University of Michigan,London School of Economics,Michael Taussig,History as Sorcery,
90,995,PMLA,2007,M,Beijing Foreign Studies University,Louisiana State University,John Zaixin Zhang,Postmodern Space in the Heart of Beijing: From the National Theater to the Palace Museum,
1849,997,PMLA,2015,M,Bucknell,Louisiana State University,Logan J. Connors,Increasing Engagement in French and Francophone Studies: Structured Journaling on the Emotions in La Fayette’s La princesse de Clèves,
1330,996,PMLA,2004,F,John Carroll University,Louisiana State University,Alcena Madeline Davis Rogan,Alien Sex Acts in Feminist Science Fiction: Heuristic Models for Thinking a Feminist Future of Desire,
3549,998,PMLA,2004,F,University of Akron,Louisiana State University,Alcena Madeline Davis Rogan,Alien Sex Acts in Feminist Science Fiction: Heuristic Models for Thinking a Feminist Future of Desire,
4534,999,PMLA,1976,M,University of New Orleans,Louisiana State University,Donald G. Schueler,The Middle English Judas: An Interpretation,
2240,14531,Critical Inquiry,2013,M,Pennsylvania State University,Loyola University,Jeffrey T. Nealon,RealFeel,
2209,1001,PMLA,1992,M,Pennsylvania State University,Loyola University,Jeffrey T. Nealon,The Discipline of Deconstruction,
2210,1000,PMLA,1993,M,Pennsylvania State University,Loyola University,Jeffrey T. Nealon,The Discipline of Deconstruction,
1204,8741,Critical Inquiry,1999,M,Hebrew University of Jerusalem,Ludwig Maximilian University,Gershom Scholem,On Jonah and the Concept of Justice,
5238,13552,New Literary History,2011,F,University of Washington,Maryland Institute College of Art,Ellen Dissanayake,Doing Without the Ideology of Art,
1072,29011,New Literary History,1991,M,Harvard,Massachusetts Institute of Technology,David Perkins,Discursive Form versus the Past in Literary History,
1537,13241,Critical Inquiry,2010,M,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Mark Jarzombek,Corridor Spaces,
1540,14001,Critical Inquiry,2012,M,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Nasser Rabbat,The Arab Revolution Takes Back the Public Sapce,
1795,12691,Critical Inquiry,2009,F,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Sophia Roosth,Screaming Yeast,
1524,3992,New Literary History,1973,M,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Paul Kiparsky,Commentary,
2432,11131,Critical Inquiry,2005,F,Rice University,Massachusetts Institute of Technology,Hannah Landecker,Cellular Features,
4310,25012,Representations,1989,M,"University of Massachusetts, Amherst",Massachusetts Institute of Technology,James E. Young,The Biography of a Memorial Icon: Nathan Rapoport's Warsaw Ghetto Monument,
4851,12052,New Literary History,2006,F,University of Southern California,Massachusetts Institute of Technology,Cheryl Mattingly,"Reading Medicine: Mind, Body, and Meditation in One Interpretive Community",
5631,14361,Critical Inquiry,2012,M,Yale,Massachusetts Institute of Technology,Paul Bloom,Who Cares about the Evolution of Stories?,
1222,13981,Critical Inquiry,2012,M,Hebrew University of Jerusalem,McGill,Amit Pinchevski,The Audiovisual Unconscious,
2517,25112,Representations,2012,F,Sainsbury Institute for the Study of Japanese Arts and Cultures,McGill,Gyewon Kim,Tracing the Emperor,
4276,10531,New Literary History,2006,M,University of Manitoba,McGill,Adam Muller,"Notes toward a Theory of Nostalgia: Childhood and the Evocation of the past in Two European ""Heritage"" Films",
267,9612,New Literary History,2005,M,Case Western Reserve,McMaster University,Michael Sinding,"Genera Mixta: Conceptual Blending and Mixed Genres in ""Ulysses""",
1558,1003,PMLA,2002,F,McMaster University,McMaster University,Sarah Brophy,Angels in Antigua: The Diasporic of Melancholy in Jamaica Kincaid's My Brother,
4619,14681,Critical Inquiry,2013,M,University of Oregon,McMaster University,Colin Koopman,Putting Foucault to Work,
1305,1004,PMLA,2011,F,"Indiana University, Bloomington",Miami University,Brenda R. Weber,"Always Lonely: Celebrity, Motherhood, and the Dilemma of Destiny",
2214,1005,PMLA,2000,M,Pennsylvania State University,Miami University,Jack Selzer,Documenting Cultures of Modernism: Selections from Tambour,
5334,13842,New Literary History,2012,F,"University of Wisconsin, Milwaukee",Miami University,Jane Gallop,Precocious “Jouissance”,
593,15612,New Literary History,2007,M,Cornell,Michigan State University,Laurent Dubreuil,What Is Literature's Now?,
678,1007,PMLA,1979,M,"CUNY, Lehman College",Michigan State University,Martin Stevens,The Royal Stanza in Early English Literature,
763,1008,PMLA,1996,F,Duke,Michigan State University,Janice Radway,The Status of Evidence: A Roundtable,
1225,1009,PMLA,1998,F,Hiroshima University,Michigan State University,Masami Usui,PMLA Abroad,
1288,1010,PMLA,2002,M,Indiana University,Michigan State University,Thomas Foster,Cyber-Aztecs and Cholo-Punks: Guillermo Gómez-Peña's Five-Worlds Theory,
2011,1011,PMLA,2011,F,Northwestern,Michigan State University,Janice Radway,"Zines, Half-Lives, and Afterlives: On the Temporalities of Social and Political Change",
4295,1014,PMLA,2009,M,University of Maryland,Michigan State University,Ralph Bauer,Hemispheric Studies,
4705,5321,Critical Inquiry,1988,F,University of Pennsylvania,Michigan State University,Janice Radway,"The Book-of-the-Month Club and the General Reader: On the Uses of ""Serious"""" Fiction""",
1850,1016,PMLA,2015,F,"University of North Carolina, Chapel Hill",MIT,Glaire D. Anderson,Sovereignty and the Materiality of Caliphal Encounters,
1600,4142,New Literary History,2004,F,Monash University,Monash University,Kate Rigby,"Earth, World, Text: On the (Im)possibility of Ecopoiesis",
1621,1017,PMLA,1991,F,Murdoch University,Monash University,Rita Felski,"The Counterdiscourse of the Feminine in Three Texts by Wilde, Huysmans, and Sacher-Masoch",
4538,11113,New Literary History,2007,M,University of New South Wales,Monash University,Chris Danta,Like a Dog... like a Lamb: Becoming Sacrificial Animal in Kafka and Coetzee,
5117,12932,New Literary History,1996,F,University of Virginia,Monash University,Rita Felski,"Fin de siècle, Fin de sexe: Transsexuality, Postmodernism, and the Death of History",
5133,12942,New Literary History,2002,F,University of Virginia,Monash University,Rita Felski,Introduction,
5140,12922,New Literary History,2004,F,University of Virginia,Monash University,Rita Felski,Introduction,
5169,4372,New Literary History,2011,F,University of Virginia,Monash University,Rita Felski,Introduction – Character,
5170,12952,New Literary History,2011,F,University of Virginia,Monash University,Rita Felski,Context Stinks!,
1633,1018,PMLA,2000,F,University of Virginia,Monash University,Rita Felski,Nothing to Declare,
1851,1019,PMLA,2015,F,University of Virginia,Monash University,Rita Felski,Latour and Literary Studies,
5127,1020,PMLA,2000,F,University of Virginia,Monash University,Rita Felski,Women's Speech and Silence in Hartmann von Aue's Erec,
89,7991,Critical Inquiry,1997,M,Bauhaus,Moscow State University,Wassily Kandinsky,Secession,
285,10812,New Literary History,1997,M,Chinese Academy of Social Sciences,Moscow State University,Qian Zhongwen,"Problems of Bakhtin's Theory about ""Polyphony""",
985,26211,New Literary History,1978,M,Gorkii Institute of World Literature,Moscow State University,A. P. Chudakov,The Poetics of Chekhov: The Sphere of Ideas,
1307,3472,New Literary History,1978,M,Informelectro Institute,Moscow State University,A. K. Zholkovsky,"The Literary Text. Thematic and Expressive Structure: An Analysis of Pushkin's Poem ""Ya vas lyubil...""",
1308,3482,New Literary History,1978,M,Informelectro Institute,Moscow State University,A. K. Zholkovsky,The Window in the Poetic World of Boris Pasternak,
1603,4172,New Literary History,1978,M,Moscow State University,Moscow State University,Yu. M. Lotman,On the Semiotic Mechanism of Culture,
2442,6162,New Literary History,1978,M,Russian Academy of Sciences,Moscow State University,V. N. Toporov,On Dostoevsky's Poetics and Archaic Patterns of Mythological Thought,
2443,6172,New Literary History,1978,M,Russian Academy of Sciences,Moscow State University,Vyach. Vs. Ivanov,The Science of Semiotics,
2445,6152,New Literary History,1993,M,Russian Academy of Sciences,Moscow State University,Mikhail K. Ryklin,Bodies of Terror: Theses toward a Logic of Violence,
2528,6402,New Literary History,2001,M,Saint Petersburg State University,Moscow State University,Aleksandr Nikolaevich Veselovskii,"Istoricheskaia Poetika (""A Historical Poetics"") Chapter 1, Section 8",
5247,1080,PMLA,1975,M,University of Western Ontario,Nancy Université,David Baguley,Event and Structure: The Plot of Zola's L'Assommoir,
1618,4192,New Literary History,1995,F,Mount Sinai School of Medicine,New York Psychoanalytic Institute,Eleanor Galenson,The Effect of Paternal Deprivation on the Capacity to Modulate Aggression,
2151,1081,PMLA,1991,M,Oklahoma State University,Northern Illinois University,Leonard J. Leff,The Breening of America,
643,1085,PMLA,1997,M,"CUNY, Brooklyn College",Northwestern,Kenneth A. Bruffee,The Teaching of Literature,
759,7441,Critical Inquiry,1995,F,Duke,Northwestern,Jane Gaines,Feminist Heterosexuality and Its Politically Incorrect Pleasures,
776,20511,New Literary History,2002,F,Duke,Northwestern,Jane M. Gaines,Everyday Strangeness: Robert Ripley's International Oddities as Documentary Attractions,
907,7701,Critical Inquiry,1996,F,Florida State University,Northwestern,Catherine M. Cole,Reading Blackface in West Africa: Wonders Taken for Signs,
1244,13521,Critical Inquiry,2011,M,Humboldt-Universität Berlin,Northwestern,Bernard Dionysius Geoghegan,From Information Theory to French Theory,
1944,12871,Critical Inquiry,2009,M,Northern Illinois University,Northwestern,Sean Shesgreen,VIII Anthologies and Sausages,
1945,12881,Critical Inquiry,2009,M,Northern Illinois University,Northwestern,Sean Shesgreen,Canonizing the Canonizer,
1951,13410,Critical Inquiry,1978,F,Northwestern,Northwestern,Margret Schaefer,Psychoanalysis and the Marionette Theater: Interpretation Is Not Depreciation,
1817,1088,PMLA,2012,M,Northwestern,Northwestern,Hugh McIntosh,Conventions of Closeness: Realism and the Creative Friendship of Elizabeth Bishop and Robert Lowell,
2001,1089,PMLA,2006,M,Northwestern,Northwestern,Coleman Hutchison,Breaking the Book Known as Q,
2148,1090,PMLA,2008,F,"Ohio State University, Lima",Northwestern,Karen Leick,Popular Modernism: Little Magazines and the American Daily Press,
2257,5672,New Literary History,2012,M,Pontifical Catholic University of Rio de Janeiro,Northwestern,Diego Rosselo,Hobbes and the Wolf-Man,
2270,5752,New Literary History,1977,M,Princeton,Northwestern,James W. Fernandez,"Poetry in Motion: Being Moved by Amusement, by Mockery, and by Mortality in the Asturian Countryside",
2362,1091,PMLA,2007,M,Princeton,Northwestern,Simon Gikandi,Women's Speech and Silence in Hartmann von Aue's Erec,
2418,1092,PMLA,1972,M,Rhode Island College,Northwestern,Joel Morkan,"Structure and Meaning in The Prelude, Book V",
2493,1093,PMLA,2006,F,Rutgers,Northwestern,Lorraine Piroux,The Encyclopedist and the Peruvian Princess: The Poetics of Illegibility in French Enlightenment Book Culture,
2514,6362,New Literary History,1994,M,"Rutgers University, Newark",Northwestern,Belinda Edmondson,"Race, Tradition, and the Construction of the Caribbean Aesthetic",
2523,1094,PMLA,1993,M,Saint Louis University,Northwestern,James M. Lang,The Discipline of Deconstruction,
2835,1096,PMLA,2012,F,Texas A&M University,Northwestern,Judith Hamera,"The Labors of Michael Jackson: Virtuosity, Deindustrialization, and Dancing Work",
3045,27812,Representations,1996,M,UC Berkeley,Northwestern,Troy Duster,"Individual Fairness, Group Preferences, and the California Strategy",
3391,27912,Representations,2014,F,UC Santa Barbara,Northwestern,Bishnupriya Gosh,The Security Aesthetic in Bollywood's High-Rise Horror,
3631,28012,Representations,2006,F,University of British Columbia,Northwestern,Deanna K. Kreisel,Wolf Children and Automata,
3668,10710,Critical Inquiry,1977,M,University of Chicago,Northwestern,Robert E. Streeter,WASPs and Other Endangered Species,
3947,1097,PMLA,2011,F,University of Delaware,Northwestern,Marcy J. Dinius,“Look!! Look!!! at This!!!!”: The Radical Typography of David Walker’s Appeal,
3975,3481,Critical Inquiry,1983,M,University of Essex,Northwestern,Hershel Parker,"Lost Authority: Non-Sense, Skewed Meanings, and Intentionless Meanings",
4035,1098,PMLA,1991,F,University of Haifa,Northwestern,Sarah Gilead,Magic Abjured: Closure in Children's Fantasy Fiction,
4298,1100,PMLA,2012,F,University of Maryland,Northwestern,Laura J. Rosenthal,Obscenity and Work in Early-Eighteenth-Century British Fictions,
4459,1102,PMLA,1997,M,"University of Minnesota, Morris",Northwestern,Samuel Schuman,The Teaching of Literature,
4568,11192,New Literary History,2014,M,University of North Dakota,Northwestern,Steve Light,Pedagogical and Philosophico-Political Abdication: Agamben and Žižek,
4827,11992,New Literary History,2002,F,University of South Carolina,Northwestern,Paula R. Feldman,Women Poets and Anonymity in the Romantic Era,
4897,1104,PMLA,2008,F,University of Tennessee,Northwestern,Katy L. Chiles,Becoming Colored in Occom and Wheatley’s Early America,
5094,12992,New Literary History,1990,M,University of Virginia,Northwestern,Carol Camp Yeakey,Social Change through the Humanities: An Essay on the Politics of Literacy and Culture in American Society,
5118,12982,New Literary History,1996,F,University of Virginia,Northwestern,Patricia H. Werhane,Community and Individuality,
5386,15411,Critical Inquiry,2015,M,Virginia Tech,Northwestern,Ananda Abeysekara,Response to Aamir R. Muftiﾠ,
5464,1106,PMLA,1974,M,Wilbur Wright College,Northwestern,Byron R. Libhart,Julien Green's Troubled American: A Fictionalized Self-Portrait,
5480,1107,PMLA,1975,M,Windham College,Northwestern,Daniel J. Schneider,The Divided Self in the Fiction of Henry James,
83,1108,PMLA,1985,F,Barnard College,NYU,Susan D. Cohen,An Onomastic Double Bind: Colette's Gigi and the Politics of Naming,
478,28112,Representations,2011,F,Columbia,NYU,Joanna Stalnaker,Buffon on Death and Fossils,
653,1113,PMLA,1973,M,"CUNY, Graduate Center",NYU,Arthur Golden,"Passage to Less than India: Structure and Meaning in Whitman's ""Passage to India""",
1012,4100,Critical Inquiry,1974,M,Harvard,NYU,James S. Ackerman,Transactions in Architectural Design,
1026,17010,Critical Inquiry,1979,M,Harvard,NYU,James S. Ackerman,On Judging Art without Absolutes,
1140,12141,Critical Inquiry,2008,F,Harvard,NYU,Ingrid Monson,"Hearing, Seeing, and Perceptual Agency",
1165,14441,Critical Inquiry,2013,F,Harvard,NYU,Anya Bernstein,An Inadvertent Sacrifice,
1010,29211,New Literary History,1973,M,Harvard,NYU,James S. Ackerman,Toward a New Social Theory of Art,
1257,3382,New Literary History,1976,M,Indiana University,NYU,David Bleich,"The Subjective Paradigm in Science, Psychology, and Criticism",
